ATTRIBUTE_ID,TABLE_NAME,COLUMN_NAME,CHUNK_ID,ENCODING,COMPRESSION,ROW_COUNT,SIZE_IN_BYTES
1_0,lineitem,l_orderkey,42,Dictionary,FixedSize2ByteAligned,100000,299796
1_0,lineitem,l_orderkey,43,Dictionary,FixedSize2ByteAligned,100000,299832
1_0,lineitem,l_orderkey,44,Dictionary,FixedSize2ByteAligned,100000,300368
1_0,lineitem,l_orderkey,45,Dictionary,FixedSize2ByteAligned,100000,299968
1_0,lineitem,l_orderkey,46,Dictionary,FixedSize2ByteAligned,100000,299648
1_0,lineitem,l_orderkey,47,Dictionary,FixedSize2ByteAligned,100000,300264
1_0,lineitem,l_orderkey,48,Dictionary,FixedSize2ByteAligned,100000,299888
1_0,lineitem,l_orderkey,49,Dictionary,FixedSize2ByteAligned,100000,299944
1_0,lineitem,l_orderkey,50,Dictionary,FixedSize2ByteAligned,100000,300484
1_0,lineitem,l_orderkey,51,Dictionary,FixedSize2ByteAligned,100000,300260
1_0,lineitem,l_orderkey,52,Dictionary,FixedSize2ByteAligned,100000,300128
1_0,lineitem,l_orderkey,53,Dictionary,FixedSize2ByteAligned,100000,300036
1_0,lineitem,l_orderkey,54,Dictionary,FixedSize2ByteAligned,100000,300252
1_0,lineitem,l_orderkey,55,Dictionary,FixedSize2ByteAligned,100000,300284
1_0,lineitem,l_orderkey,56,Dictionary,FixedSize2ByteAligned,100000,299924
1_0,lineitem,l_orderkey,57,Dictionary,FixedSize2ByteAligned,100000,299796
1_0,lineitem,l_orderkey,58,Dictionary,FixedSize2ByteAligned,100000,299388
1_0,lineitem,l_orderkey,59,Dictionary,FixedSize2ByteAligned,100000,300028
1_0,lineitem,l_orderkey,60,Dictionary,FixedSize2ByteAligned,1215,3754
1_1,lineitem,l_partkey,0,Dictionary,FixedSize4ByteAligned,100000,714792
1_1,lineitem,l_partkey,1,Dictionary,FixedSize4ByteAligned,100000,714796
1_1,lineitem,l_partkey,2,Dictionary,FixedSize4ByteAligned,100000,715196
1_1,lineitem,l_partkey,3,Dictionary,FixedSize4ByteAligned,100000,714056
1_1,lineitem,l_partkey,4,Dictionary,FixedSize4ByteAligned,100000,714708
1_1,lineitem,l_partkey,5,Dictionary,FixedSize4ByteAligned,100000,714860
1_1,lineitem,l_partkey,6,Dictionary,FixedSize4ByteAligned,100000,714424
1_1,lineitem,l_partkey,7,Dictionary,FixedSize4ByteAligned,100000,716084
1_1,lineitem,l_partkey,8,Dictionary,FixedSize4ByteAligned,100000,714876
1_1,lineitem,l_partkey,9,Dictionary,FixedSize4ByteAligned,100000,715508
1_1,lineitem,l_partkey,10,Dictionary,FixedSize4ByteAligned,100000,714304
1_1,lineitem,l_partkey,11,Dictionary,FixedSize4ByteAligned,100000,714820
1_1,lineitem,l_partkey,12,Dictionary,FixedSize4ByteAligned,100000,714520
1_1,lineitem,l_partkey,13,Dictionary,FixedSize4ByteAligned,100000,714320
1_1,lineitem,l_partkey,14,Dictionary,FixedSize4ByteAligned,100000,714512
1_1,lineitem,l_partkey,15,Dictionary,FixedSize4ByteAligned,100000,715076
1_1,lineitem,l_partkey,16,Dictionary,FixedSize4ByteAligned,100000,715264
1_1,lineitem,l_partkey,17,Dictionary,FixedSize4ByteAligned,100000,714884
1_1,lineitem,l_partkey,18,Dictionary,FixedSize4ByteAligned,100000,715016
1_1,lineitem,l_partkey,19,Dictionary,FixedSize4ByteAligned,100000,714960
1_1,lineitem,l_partkey,20,Dictionary,FixedSize4ByteAligned,100000,714216
1_1,lineitem,l_partkey,21,Dictionary,FixedSize4ByteAligned,100000,714664
1_1,lineitem,l_partkey,22,Dictionary,FixedSize4ByteAligned,100000,714608
1_1,lineitem,l_partkey,23,Dictionary,FixedSize4ByteAligned,100000,715272
1_1,lineitem,l_partkey,24,Dictionary,FixedSize4ByteAligned,100000,714828
1_1,lineitem,l_partkey,25,Dictionary,FixedSize4ByteAligned,100000,715056
1_1,lineitem,l_partkey,26,Dictionary,FixedSize4ByteAligned,100000,715304
1_1,lineitem,l_partkey,27,Dictionary,FixedSize4ByteAligned,100000,715256
1_1,lineitem,l_partkey,28,Dictionary,FixedSize4ByteAligned,100000,714520
1_1,lineitem,l_partkey,29,Dictionary,FixedSize4ByteAligned,100000,715048
1_1,lineitem,l_partkey,30,Dictionary,FixedSize4ByteAligned,100000,714324
1_1,lineitem,l_partkey,31,Dictionary,FixedSize4ByteAligned,100000,715428
1_1,lineitem,l_partkey,32,Dictionary,FixedSize4ByteAligned,100000,715200
1_1,lineitem,l_partkey,33,Dictionary,FixedSize4ByteAligned,100000,714988
1_1,lineitem,l_partkey,34,Dictionary,FixedSize4ByteAligned,100000,714944
1_1,lineitem,l_partkey,35,Dictionary,FixedSize4ByteAligned,100000,714664
1_1,lineitem,l_partkey,36,Dictionary,FixedSize4ByteAligned,100000,715504
1_1,lineitem,l_partkey,37,Dictionary,FixedSize4ByteAligned,100000,715216
1_1,lineitem,l_partkey,38,Dictionary,FixedSize4ByteAligned,100000,715116
1_1,lineitem,l_partkey,39,Dictionary,FixedSize4ByteAligned,100000,714220
1_1,lineitem,l_partkey,40,Dictionary,FixedSize4ByteAligned,100000,714852
1_1,lineitem,l_partkey,41,Dictionary,FixedSize4ByteAligned,100000,714980
1_1,lineitem,l_partkey,42,Dictionary,FixedSize4ByteAligned,100000,714836
1_1,lineitem,l_partkey,43,Dictionary,FixedSize4ByteAligned,100000,714888
1_1,lineitem,l_partkey,44,Dictionary,FixedSize4ByteAligned,100000,714884
1_1,lineitem,l_partkey,45,Dictionary,FixedSize4ByteAligned,100000,714996
1_1,lineitem,l_partkey,46,Dictionary,FixedSize4ByteAligned,100000,715152
1_1,lineitem,l_partkey,47,Dictionary,FixedSize4ByteAligned,100000,714360
1_1,lineitem,l_partkey,48,Dictionary,FixedSize4ByteAligned,100000,715400
1_1,lineitem,l_partkey,49,Dictionary,FixedSize4ByteAligned,100000,714096
1_1,lineitem,l_partkey,50,Dictionary,FixedSize4ByteAligned,100000,714820
1_1,lineitem,l_partkey,51,Dictionary,FixedSize4ByteAligned,100000,714140
1_1,lineitem,l_partkey,52,Dictionary,FixedSize4ByteAligned,100000,714796
1_1,lineitem,l_partkey,53,Dictionary,FixedSize4ByteAligned,100000,714924
1_1,lineitem,l_partkey,54,Dictionary,FixedSize4ByteAligned,100000,715200
1_1,lineitem,l_partkey,55,Dictionary,FixedSize4ByteAligned,100000,715500
1_1,lineitem,l_partkey,56,Dictionary,FixedSize4ByteAligned,100000,714660
1_1,lineitem,l_partkey,57,Dictionary,FixedSize4ByteAligned,100000,714312
1_1,lineitem,l_partkey,58,Dictionary,FixedSize4ByteAligned,100000,714624
1_1,lineitem,l_partkey,59,Dictionary,FixedSize4ByteAligned,100000,715204
1_1,lineitem,l_partkey,60,Dictionary,FixedSize2ByteAligned,1215,7342
1_2,lineitem,l_suppkey,0,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,1,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,2,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,3,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,4,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,5,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,6,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,7,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,8,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,9,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,10,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,11,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,12,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,13,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,14,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,15,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,16,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,17,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,18,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,19,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,20,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,21,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,22,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,23,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,24,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,25,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,26,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,27,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,28,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,29,Dictionary,FixedSize2ByteAligned,100000,240052
1_2,lineitem,l_suppkey,30,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,31,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,32,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,33,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,34,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,35,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,36,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,37,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,38,Dictionary,FixedSize2ByteAligned,100000,240052
1_2,lineitem,l_suppkey,39,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,40,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,41,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,42,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,43,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,44,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,45,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,46,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,47,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,48,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,49,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,50,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,51,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,52,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,53,Dictionary,FixedSize2ByteAligned,100000,240052
1_2,lineitem,l_suppkey,54,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,55,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,56,Dictionary,FixedSize2ByteAligned,100000,240056
1_2,lineitem,l_suppkey,57,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,58,Dictionary,FixedSize2ByteAligned,100000,240060
1_2,lineitem,l_suppkey,59,Dictionary,FixedSize2ByteAligned,100000,240064
1_2,lineitem,l_suppkey,60,Dictionary,FixedSize2ByteAligned,1215,7098
1_3,lineitem,l_linenumber,0,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,1,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,2,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,3,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,4,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,5,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,6,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,7,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,8,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,9,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,10,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,11,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,12,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,13,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,14,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,15,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,16,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,17,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,18,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,19,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,20,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,21,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,22,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,23,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,24,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,25,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,26,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,27,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,28,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,29,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,30,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,31,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,32,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,33,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,34,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,35,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,36,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,37,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,38,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,39,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,40,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,41,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,42,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,43,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,44,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,45,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,46,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,47,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,48,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,49,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,50,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,51,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,52,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,53,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,54,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,55,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,56,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,57,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,58,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,59,Dictionary,FixedSize1ByteAligned,100000,100092
1_3,lineitem,l_linenumber,60,Dictionary,FixedSize1ByteAligned,1215,1307
1_4,lineitem,l_quantity,0,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,1,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,2,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,3,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,4,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,5,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,6,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,7,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,8,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,9,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,10,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,11,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,12,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,13,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,14,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,15,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,16,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,17,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,18,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,19,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,20,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,21,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,22,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,23,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,24,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,25,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,26,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,27,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,28,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,29,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,30,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,31,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,32,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,33,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,34,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,35,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,36,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,37,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,38,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,39,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,40,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,41,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,42,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,43,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,44,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,45,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,46,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,47,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,48,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,49,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,50,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,51,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,52,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,53,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,54,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,55,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,56,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,57,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,58,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,59,Dictionary,FixedSize1ByteAligned,100000,100264
1_4,lineitem,l_quantity,60,Dictionary,FixedSize1ByteAligned,1215,1479
1_5,lineitem,l_extendedprice,0,Dictionary,FixedSize4ByteAligned,100000,777432
1_5,lineitem,l_extendedprice,1,Dictionary,FixedSize4ByteAligned,100000,776908
1_5,lineitem,l_extendedprice,2,Dictionary,FixedSize4ByteAligned,100000,777420
1_5,lineitem,l_extendedprice,3,Dictionary,FixedSize4ByteAligned,100000,777060
